Note,Comment,Class
3.0,"Un film, réalisé par Alfonso Cuarón, qui marque un véritable tournant dans la saga Harry Potter et un changement radical d’atmosphère.  Il est moins pour enfants. ""Le prisonnier d'Azkaban"" est un troisième épisode sombre, avec beaucoup de suspens et de créatures très bien faites (le loup- garou est terrifiant). L'histoire est bonne et accrocheuse (avec le voyage dans le temps...). Pourtant, j'ai peut-être un peu moins accroché, comme en témoigne mon étoile de moins. Un peu moins de charme « juvénile », notamment dû à un léger éloignement de Poudlard, une intrigue un soupçon moins riche que la précédente (du moins dans la première partie), nos trois héros étant peut-être légèrement moins attachants que par le passé.",mid
3.5,"Harry Potter est de retour pour sa troisième année à Poudlard. Mais, une menace le guète. Sirius Black, un dangereux criminel, vient de s'évader de la prison d'Azkaban avec un seul objectif en tête : retrouver Harry... et le tuer. Beaucoup plus sombre que les précédents épisodes, le film s'attarde d'avantage sur la psychologie des personnages et nous montre le passage à l'âge adulte du jeune Harry. Cependant, le film manque d'un petit quelque chose (de l'action et un peu plus de punch sans doute) pour le faire décoller. Ainsi, on reste un peu sur notre fin mais le film n'est pas pour autant dépourvu de qualité...",mid
3.5,"« Harry Potter et le prisonnier d’Azkaban » est le troisième volet de la saga, surfant sur tout ce qui a fait la qualité des deux premiers opus mais avec une maturité plus assumée et une noirceur instillée dans l’histoire. Alfonso Cuaron y développe une dimension psychologique et apporte une vraie profondeur à l’esprit du film et à ses personnages. C’est une œuvre autonome avec son propre rythme et sa propre dynamique. On ressort du film impressionné, après deux heures et demie même si parfois un sentiment de déjà vu, subsiste çà et là. Original et quelque peu déstabilisant avec des repères qui s’estompent, cet épisode s’avère moins accessible que les précédents.",mid
3.0,"Et une troisième aventure pour le petit sorcier qui aura vraiment du mal à avoir son bac si ses études continuent d'être à ce point perturbées...le scénario du ""prisonnier d'Askaban"" est plus intéressant que le précédent, avec notamment unespoiler:histoire de remontée dans le temps, l'invention de la carte du maraudeur, l'apparition des détraqueurs...Mais l'inconvénient du cinéma par rapport aux livres est quand même les raccourcis faits, comme par exemple Sirius Black qui passe en l'espace d'un instantspoiler:du statut d'ennemi criminel numéro un à celui de parrain idéal...Aussi, qu'il est fatigant qu'il soit fait allusion toutes les deux minutes aux parents de Harry: tout le monde lui en parle et ne cesse de les comparer à lui et lui même fait sans cesse référence à eux alors ils n'ont jamais partagé ensemble un poulet-frites du dimanche. Comment voulez vous qu'il se construise sa propre personnalité le garçon?",mid
3.0,"L'arrivée d'Alfonso Cuaron annonce un tournant dans la franchise : la mise en scène est plus dynamique, le Wizarding World transpire la vie et le ton général alterne magnifiquement entre le loufoque et l'obscur. Fini l'enfermement dans le château, nous voyons enfin les extérieurs de Poudlard a travers de nouveaux décors somptueux. Pour sa dernière participation John Williams nous régale avec une nouvelle bande-originale féérique. Là ou c'est décevant c'est du côté du scénario : bien qu'il multiplie les intrigues (Sirius Black et son secret, Hermione et son secret, Lupin et son secret, Hagrid et Buck, Croûtard et son secret etc) il ne semble pas savoir laquelle est prioritaire, du coup il faut attendre l'après révélations (dans la Cabane Hurlante) pour que le scénario ait une consistance. Je me rends compte que ce film a beaucoup de points communs avec ""Fantastic Beasts : The Crimes of Grindelwald"", ce qui n'est pas forcément un compliment.",mid
3.5,"‘’Harry Potter et le prisonnier d’Azkaban’’ est probablement le tournant de la saga cinématographique. Là où il est délicat de désigner le livre qui marque un tournant (car l’oeuvre de Rowling est d’une solide unité), nul doute qu’au cinéma, ce fut ce film-ci qui chamboula le ton de la série. Exténué par le tournage des deux premiers Harry Potter, Chris Colombus refuse de réaliser ce troisième film (il passe au poste de co-producteur). Plusieurs réalisateurs sont alors pressentis pour le remplacer dont Guillermo Del Toro (cela aurait été fou) et Kennegh Branagh, l’interprète de Gilderoy Lockhart (cela aurait été shakespearien). C’est finalement le mexicain Alfonso Cuaron qui accède au poste de metteur-en-scène, sur les conseils de Del Toro et de Rowling (laquelle avait apprécié les précédents films de Cuaron). Cette recherche d’un nouveau réalisateur explique sans doute pourquoi le film est sorti en juin 2004 et non en novembre 2003 (comme il aurait du sortir). Le changement d’ambiance déconcerta le public : pour un budget de 130 millions de dollars, ‘’Harry Potter et le prisonnier d’Azkaban’’  engrangea  un peu moins de 800 millions. Des trois épisodes, celui-ci est le plus coûteux et le moins rentable. c’est aussi l’un des meilleurs de la saga (si ce n’est le meilleur).Après avoir gonflé sa tante comme un ballon, Harry entre en troisième année à l’école de sorcellerie Poudlard. Mais Sirius Black, un dangereux criminel s’est échappé de la prison d’Azkaban. Ayant été l’un des plus proches partisans de Voldemort, Black veut retrouver Harry pour venger son maître. Et si l’école est surveillée par d’effrayants détraqueurs, Harry est-il vraiment à  l’abri de Black ?‘’Harry Potter et le prisonnier d’Azkaban’’ est le seul épisode à avoir des partis-pris très fort de mise en scène. Si chaque réalisateur avait un style propre, Alfonso Cuaron lui ne se soumet pas au projet mais soumet le projet à ses intentions. Jouissant d’une grande liberté, le Mexicain va complètement chambouler l’univers mis en image par Colombus. Le premier gros changement, c’est l’ambiance en général. Il y avait chez Colombus un séduisant académisme dans sa mise en scène. Cuaron livre un travail éminemment personnel. Il y a beaucoup moins de chaleureuses couleurs. Désormais, Harry Potter bascule dans la noirceur de manière presque définitive. Le nouveau directeur de la photographie Michael Seresin (qui travailla pour Alan Parker) crée une belle lumière argentée aux reflets bleutés. Lumière parfaite pour instaurer du suspense, et justifiée par le scénario (la lune et sa lumière joueront un rôle important dans le film). Nous voici dans un film nocturne où un réalisateur au style très prononcé ne s’interroge pas sur la manière de bien retranscrire un livre, mais sur la manière de livrer le meilleur objet cinématographique possible. Et il y parvient : ‘’Harry Potter et le prisonnier d’Azkaban’’ est probablement le meilleur des huit films. Car Cuaron est gonflé dans ses partis-pris de réalisation. La magie naît notamment de l’élégance de la caméra de Cuaron. Colombus s’était déjà un peu lâché dans l’épisode 2, mais cette fois-ci, Cuaron y va à fond. Ses mouvements de caméra sont à eux-seuls des tours de magie. Le Mexicain n’hésite pas à créer de classieux plans séquences (son péché mignon) pas forcément visibles au premier coup d’oeil. On pense par exemple au plan où Arthur Weasley prévient Harry du danger que représente Sirius : la caméra les filme en pleine lumière dans une salle à manger, avant de les suivre derrière des piliers (où il y a un peu moins de lumière) pour terminer sa course dans un coin extrêmement sombre de la pièce. Ce plan est significatif de l’évolution des trois films. On commence avec beaucoup de lumière (‘’Harry Potter à l’école des sorciers’’) puis on va vers quelque chose de plus obscur (‘’Harry Potter et la chambre des secrets’’) avant d’aboutir à une absence de lumière (‘’Harry Potter et le prisonnier d’Azkaban’’ et ses suites). Alfonso Cuaron confère des pouvoirs à sa caméra, dont rien ne semble pouvoir arrêter la gracieuse course. Elle n’hésite pas, grâce aux images de synthèse à traverser des mécanismes d’horloges, à suivre le vol d’un oiseau et même à traverser des vitres (voir le premier plan du cours de défense contre les forces du Mal). C’est aussi la première fois que dans un Harry Potter, la caméra est capable de filmer… presque rien. C’est ce qui fait de ‘’Harry Potter et le prisonnier d’Azkaban une œuvre quasi-poétique : Cuaron s’attarde sur de minuscules détails (comme le saule cogneur qu’il filme pour montrer le changement de saison ou encore ces plantes qui gèlent quand les détraqueurs passent). Cuaron a entre autres l’art des transitions comme on peut les voir avec ces multiples ouvertures et fermetures d’iris (qui sort tout droit du cinéma muet). On peut dire sans se tromper que Cuaron fait une petite révolution dans la saga Harry Potter. Révolution aussi dans le décor. Plusieurs emplacements ont changé et Cuaron ne cherche même pas à le cacher. Bien au contraire, Cuaron semble vouloir se démarquer au maximum de son prédécesseur. Ainsi, là où la cabane d’ Hagrid se trouvait sur un terrain plat à quelques mètres du château, la cabane se trouve maintenant en bas d’une pente (le relief est plus important dans ce film que dans les deux premiers) près d’un potager absent jusqu’alors. On pourrait cataloguer l’apport et les changements opérés par Alfonso Cuaron : les têtes réduites, le changement physique total de Flitwick (car son apparence initial ne convenait pas à J. K. Rowling), même la baguette de Harry a changé ! Harry rentre dans l’adolescence, un âge où l’on voit les choses sous un autre angle, où l’on s’interroge sur soi-même… Ce thème est illustré par les reflets du visage d’ Harry. Plusieurs fois, Harry voit son visage dans un miroir et semble surpris par ce qu’il voit (comme quand il arpente les couloirs de nuit avant de sursauter face à un miroir, croyant voir quelqu’un). Le changement on le verra est illustré aussi par le scénario. Le changement, c’est aussi les vêtements plus décontractés et plus naturels des élèves de Poudlard. Le changement enfin, c’est celui qu’opère John Williams musicalement. Sa Bo se fait plus exotique, volontiers plus folle mais aussi parfois plus mélancolique. Le superbe thème ‘’A window to the past’’  renforce cette impression de douce mélancolie qui imprègne les belles scènes entre Harry et Lupin (se situant dans de nouveaux et apaisants décors de Stuart Craig). En ce qui concerne le bestiaire, si l’hippogriffe Buck n’est pas une simple bouillie numérique (quel regard expressif!), le design du loup-garou est malheureux. On dirait une mangouste géante… Cependant, les détraqueurs et leurs râles sont inoubliables. Certes, ce sont un peu les Nazguls d’Harry Potter, mais l’idée que tout gèle à leur passage est excellente. La volonté d’Alfonso Cuaron de faire un vrai film avant d’en faire un épisode de la saga est ce qui rend ‘’Harry Potter et le prisonnier d’Azkaban’’ si intéressant d’un point de vue cinématographique.Malheureusement, les complications commencent à apparaître pour le scénariste Steve Kloves. Il a le mérite de rendre le thème du livre : le changement d’Harry qui s’incarne à travers sa rébellion. Les scènes où Harry se révoltent sont là : Harry qui gonfle (littéralement) sa tante, Harry qui menace de sa baguette Vernon et met au tapis Rogue. Mais on remarque une chose : c’est à quel point le film est court. Le film sans le générique (d’ailleurs très original) fait 2h 04, ce qui fait de lui le plus court des trois premiers films. Or, le tome trois était le plus long des trois premiers tomes. Il est normal que Steve Kloves ait dû faire des coupes, mais ces dernières ne sont pas des plus pertinentes. On sent que Kloves (et Cuaron) ne se sont intéressés qu’à Harry. Ansi, il sacrifie via deux coupes non négligeables les personnages de Ron, d’Hermione et des Maraudeurs. Concernant Ron et Hermione, Steve Kloves supprime leur toute première brouille entre Ron et Hermione. Ron dans le livre est fou de rage envers Hermione qui aurait laissé son chat manger son rat. Dans le film, Ron et Hermione sont les grands perdants puisqu’en coupant ce nœud dramatique, Kloves fait de Harry l’unique protagoniste à connaître une évolution. Ron et Hermione n’ont plus de parcours dramatique. Mais la coupe la plus dérangeante est sans conteste celle des Maraudeurs. Dans le livre, Lupin explique dans un long monologue la forte amitié qui le liait à James Potter, Sirius Black et Peter Pettigrew. Dans le film, ce passage (même pour quelqu’un qui n’a pas lu les livres) paraîtra expédié. L’oubli étrange (car il aurait pu être évité au détour d’une phrase), c’est de ne pas dire que James, Sirius, Remus et Peter sont les Maraudeurs. Par conséquent, quelqu’un qui n’aurait pas lu s’interrogerait : d’où provient cette carte ? Qui sont les Maraudeurs ? Comment Lupin sait-il utiliser la carte ? Mais à la rigueur passons. On peut supposer que Steve Kloves ne voulait qu’aborder la personnalité d’Harry, et son entrée dans l’adolescence. Mais pourquoi alors avoir coupé les premiers  élans amoureux d’Harry envers Cho Chang ? Le film comporte une courte séquence de quidditch, rien n’aurait pu interdire à Kloves d’introduire le temps d’une cette courte scène le personnage de Cho en début de match (comme dans le livre). Cet oubli peut sembler anodin. Pourtant, c’est bien dans le troisième tome (et non dans le quatrième où le cinquième) qu’Harry commence à avoir des sentiments amoureux. En gardant cet élément à l’écran (qui n’aurait pas coûté cher, n’aurait pas rallongé le film et en plus accentue l’évolution d’Harry), ‘’Harry Potter et le prisonnier d’Azkaban’’ aurait pu être un vrai film sur l’entrée dans l’adolescence et ses émois. On est seulement au troisième tome, et Steven Kloves commence déjà à avoir des difficultés dans son adaptation.Un autre point est grandement enrichi : la distribution. Le regretté interprète d’Albus Dumbledore Richard Harris, mort en 2002 est remplacé par Michael Gambon. Et, mine de rien, voilà encore un signe de changement d’ambiance. Harris faisait ressortir l’aspect merveilleux, presque kitsch de Dumbledore (style Père Noël). l’interprétation de Gambon est plus mesurée, il compose un Dumbledore plus ‘’réaliste’’ (toute proportion gardée). En ce qui concerne les nouvelle têtes, le spectateur est gâté. D’abord, il y a David Thewis. Il compose un Remus Lupin différent de celui du livre. D’aspect moins miteux que celui du livre, le Lupin de Thewis est très attachant et ses scènes avec Harry sur un pont et au bord d’un lac sont parmi les plus apaisantes de tous les Harry Potter. Emma Thompson quant à elle s’approprie tout-à-fait la foldingue professeur Trelawney (à tel point que l’actrice a elle-même dessiné le costume de son personnage). Gary Oldman convainc... plus en temps que gentil parrain qu’en fou échappé d’Azkaban. En effet, Gary Oldman surjoue pas mal dans les premières scènes où il apparaît. Sinon, il est clair que cette nouvelle distribution (auquel on peut ajouter le toujours imposant Timothy Spall) est la plus solide de toute la saga. Il n’en sera pas de même pour le quatre.Chris Colombus était habile dès qu’il s’agissait de parler des enfants et aux enfants. Les premiers Harry Potter étaient donc faits pour lui. Mais l’entrée dans l’adolescence avec ses renouveaux méritait précisément un renouveau cinématographique. Le choix d’Alfonso Cuaron fut idéal : il parvient à saisir via sa mise en scène toute l’évolution d’Harry. Cuaron reste le seul des quatre réalisateurs à avoir fait d’  Harry Potter un film extrêmement personnel. Il fut aussi le seul à y laisser une patte virtuose et bourré d’idées (et qui ne sont pas les idées de Rowling). Hélas, le film est un peu entaché par l’adaptation de Steve Kloves, lequel commence déjà à perdre pied et à ne rendre que la surface des livres de Rowling. Quoique qu’il en soit, Harry et l’innocence, c’est fini. A l’instar de ce match de quidditch se déroulant sous un terrible orage (et non sous un beau ciel bleu), Harry Potter est dorénavant une saga pour (un peu) plus grand. J. K. Rowling dira d’ailleurs que ce troisième film est son préféré. On ne peut que lui donner raison.",mid
3.5,"Généralement plébiscité par la critique pour le nouveau style donnée aux Harry Potter, je ne trouve personnellement pas exceptionnel ce troisième épisode. Conscient qu'un changement de réalisation était nécessaire après les deux premiers films (réussis) pour ne pas essouffler prématurément la saga  ,je trouve néanmoins que ce film dénature l'univers d'origine. Que se soit la nouvelle musique, les points de vue, les nouveaux décors et costumes,... tout est assez différent et opère une trop grosse modification du monde d'Harry Potter dans une mauvaise direction (selon moi). Pour rester dans les points négatifs, Michael Gambon (nouvel acteur de Dumbledore) interprète très mal ce rôle et Rupper Grint (Ron Wesley) montre ses limites. Des bons points bien sûr avec l'arrivée de nouveaux personnages très fidèles et parfaitement joués, ainsi que l'histoire toujours parfaitement ficelée. (3.5 /5)",mid
3.0,"3/5 Le film démarre mieux que le 2eme, ambiance au top, musique et ambiance sonore au top, humour... mais très vite il y a un souci de temps sur ce film. Il commence par l'arrivée traditionnelle à l'école puis raconte une histoire qui se passe vers la période de Noël quasi d'entrée et se termine dans la foulée suite à un tour de magie (pour faire simple). D'autant que la mécanique de fin n'est pas la plus efficace d'un point de vue cinématographique (d'autres films exploitent mieux ce ressort final). Là encore on peut s'attendre à mieux, dommage.",mid
3.0,"La saga cinématographique ""Harry Potter"" continue d'évoluer avec le troisième volet, ""Harry Potter et le Prisonnier d'Azkaban"". Réalisé par Alfonso Cuarón en 2004, ce film marque un tournant artistique et narratif dans la série, offrant une expérience plus sombre et nuancée tout en explorant davantage les mystères du monde magique de J.K. Rowling.L'histoire suit Harry Potter (Daniel Radcliffe) lors de sa troisième année à Poudlard, alors que la menace d'un criminel dangereux, Sirius Black, plane sur lui. Avec l'aide de nouveaux personnages, comme le professeur Remus Lupin (David Thewlis) et le sombre hippogriffe Buck, Harry plonge dans une aventure complexe qui révèle des secrets profondément ancrés dans son passé.L'un des aspects les plus marquants de ce film est son ton plus sombre et son atmosphère plus mature. Le réalisateur Alfonso Cuarón apporte une touche cinématographique unique, en utilisant des techniques de réalisation audacieuses pour créer une ambiance mystérieuse et angoissante. Les tons plus sombres et les jeux de lumière dramatiques soulignent les thèmes plus profonds abordés dans l'intrigue.Les performances des acteurs sont également à souligner. Daniel Radcliffe, Emma Watson (Hermione Granger) et Rupert Grint (Ron Weasley) continuent de grandir dans leurs rôles, livrant des performances plus nuancées et réalistes. Les nouveaux ajouts au casting, comme David Thewlis et Gary Oldman dans le rôle de Sirius Black, apportent une complexité émotionnelle et une profondeur inédite aux personnages.Le scénario explore des thèmes tels que le pardon, la loyauté, et la révélation de vérités troublantes. L'histoire se plonge dans l'histoire tragique des maraudeurs et explore les liens entre les générations passées et présentes, ajoutant une couche d'émotion supplémentaire à l'intrigue déjà captivante. Les rebondissements inattendus gardent le spectateur en haleine tout au long du film.La conception visuelle reste impressionnante, avec des créatures magiques et des effets spéciaux qui contribuent à enrichir l'univers de la série. La représentation de la carte du Maraudeur et la scène du sauvetage de Buck l'hippogriffe sont des moments visuellement mémorables.En conclusion, ""Harry Potter et le Prisonnier d'Azkaban"" est un ajout remarquable à la saga cinématographique. Il réussit à équilibrer habilement l'obscurité avec la magie et la croissance personnelle de ses personnages principaux. Le film explore de manière intrigante les mystères du passé de Harry tout en continuant à capturer l'imagination des fans avec un monde riche en détails et en émotions.",mid
3.0,"Le scénario est basé sur le roman du même nom de J.K. Rowling. Encore une fois, le film reste relativement proche du roman, malgré que notre imagination lorsqu’on a lu les romans, nous joue des tours.Il en découvre de plus en plus sur le monde de notre jeune sorcier Harry Potter, sur sa vie et sur les personnages de ceux qui l’entour. Mais toutes ces découvertes sont faite à travers le personnage principal Harry Potter. Cela nous permet vraiment de comprendre les situations et les actions qu'il entretient.Les acteurs principaux (Daniel Radcliffe, Rupert Grint, Emma Watson respectivement, Harry, Ron et Hermione) commencent à évoluer et à grandir, cela leur permet de coller parfaitement à l'évolution des personnages. Cette évolution se montre vraiment bien à partir de cet opus.En général, on continue la Saga !",mid
3.5,"Un film extrêmement riche!Je trouve ça tellement bien que la saga puisse nous offrir du nouveau contenu, de nouveaux éléments et des nouveaux monstres. Chaque épisode fait étendre l'univers de la saga et cela est toujours incroyable à découvrir!Il y a juste une légère simplicité dans le scénario. Certaines parties du film aurait pu être un peu plus développées que ça. J'ai l'impression que le moment de l'explication de l'intrigue a été priorisé et que le climax a été vite raconté. Ce qui fait qu'à la fin je me suis dit ""c'est tout?"".J'ai bien aimé d'autant plus que cet épisode utilise un peu plus d'humour (pour moins d'action du coup) et sert principalement à en connaitre un peu plus sur la vie de Harry.À voir, bien sûr!",mid
3.5,"L'adaptation des livres la plus réussie.Michael Gambon est un bien meilleur Dumbeldore que Richard Harris.Il paraît plus Humain,  plus philosophique,  plus sage, et bien plus puissant.J'adore Harris, mais là. . Gambon à un truc. .il à 74 ans. . C'est incroyable, on dirais pas.Pour en revenir au film, il est plutôt bon.C'était risqué de faire une mise en scène encore plus sombre que le deuxième.Sirius Black, Lupin, et rogue ont vraiment la classe dans cet opus.  De bons personnages qui à mon goût ne sont pas assez mis en avant. (à raison pour certains )Belle musique, bonne réalisation, et Harry Potter est moins mis en avant, ce qui je pense,  permet au film d'être plus léger, ce qui donne un dosage plutôt agréable du scénario.Expeliarmus !",mid
