cleaned_comment,class
chri columbu poursuivre exploration univer foisonner j.k rowling second aventure prolong autant fidélité magie opus assombrir contour monde ombre voldemort oppressant jeune héros hésitant commencer percevoir ampleur danger guette.columbu artisan appliquer attache retranscrire brique univers alterner éclat féerique gravité naissant forme peine soutenir ambition narratif durée excessif rythme inégal affadir œuvre continuer transporter,mid
"contrairement volet lire livre sortie exigence matière réalisation conscient œuvre écrite œuvre visuel fonctionner scénario respecter trame spectateur lire livre trouver cohérence devoir fois expliquer élément ami accompagner perdre chose rien bien méchant final retrouver patte chri colombu revenir commande second opus univers coloré trop lisse moment sage élève chri colombu devoir faire tour collège anglais faire idée araignée décidémer bien discipliner flegme britannique sûrement nouveau acteur présent casting kenneth branagh plaisir voir gilderoy lockart narcissique jamais jason isaac camper malfoy pèr crédible côté acteur principal sortir bien agréable voir daniel radcliffe convaincant rôle prendre assurance maturité 3,5 étoile film maintenir attente important globalement satisfaire ford anglia volant achromentule bel chambre secret",mid
film saga réaliser colombu fidèle livre.il qualité défaut précédent rien franchement négatif jeune acteur expérience aise explorer avantage univer roman bien créature magique bien faitesspoiler:(même araigner géant tendance changer taille plan épé servir harryspoiler tuer basilicressemble trop jouet plastique approfondir personnage trio harry ron hermione obtenir attention.cependant longueur film sentir décrocher film lent moments.malgré petit défaut film décevoir non lecteur,mid
absolument mauvais mal croire personne trouver qualité film.je lire livre impression voir adaptation bête méchant aucun émotion scène prévisible deu ex machiner bout champ faux raccord manque souffle épique.un film réaliser talent,neg
épisode harry potter accus coup défaut trouver accentuer qualité disparaître presque oeuvre prendre chemin inverse prédécesseur fois film commencer bien fur mesure décrocher retrouver côté magique enchanteur surprise bel bien dépassé intrigue beaucoup intéressant trop facilité ensemble mièvre fin complètement rater coup oiseau crever oeil serpent franchement beaucoup effet spécial laid pouvoir réjouir rare surpris araignée musique john williams 1/4,neg
perdre atout volet féérie moindre étape découverte passer alan rickman sous-exploité enjeu exposer suite revendique nettement adresse public juvénile scénario cousu fil blanc second rôle caricatural jason isaac excellemment glaçant humour lourdingue situation réaction absurde inintéressant,neg
suite sortie peine an opus original harry potter chambre secret fortement réchauffé histoire harry ami confronter terrible danger menacer école malheureusement mouture redite atteste scène introduction laisse impression scénario peine décoller étir heure comporter énormément longueur interminable beaucoup passage inutile avancer intrigue intrigue série péripétie apporter rien consister récit nouveauté révélation beaucoup importance film excuse poser base proposer univers découvrir suite racont rien posséder défaut éter corriger casting retrouver visage rôle approfondir nouveau apparition dobby servir grand-chose contrario kenneth branagh camper professeur débarquant part retrouver cœur histoire antagoniste hauteur personnage difficile procurer émotion travers échange dialogue insipide heureusement forme bon facture bon réalisation chri columbu effet spécial convaincant décor créer véritable univers dommage dernier répèter autant nouveau environnement être explorer b.o signer john william fidèle composition assurer tâche brio inverse fin surprise étendre beaucoup trop final harry potter chambre secret perte temps suite joue rôle faire évoluer univers,neg
gnangnan histoire invraisemblable twist fin complétement brouillon film enfant dark flipper enfant,neg
univers intéressant caresse simplement surface saga majeur devenir finalement anecdotique,neg
univers intéressant histoire intrigant final histoire simple film décoller jamais,neg
problème horripilant film gosse âm led grosse ficelle falloir reconnaître scénario enrichi assez.la réalisation chaotique film fluide longuet,neg
histoire tom jedusor sauf film galèr décoller monde harry potter bras intrigue donne envier connaître mystère hanter mur poudlard,neg
volet navrer avouer grand fan harry potter bel image temps action sensation transmettre dialogue événement déconseille 7 an 2/5,neg
volet saga harry potter agréablement surprendre simplicité mise scène histoire permettre découvrir univers féerique personnage attachant second opus prendre recommence bin loin concept fait….mais récit devenir simplement vague succession évènement indigeste rien avancer grand histoire introduction parfaire exemple inutilement rallonger péripétie insignifiant oh mince tombe voiture préférer largement arriver poudlard dure 2 minute dévoiler semaine cours rentrer suite vif sujet presque ennuyeux mourir….et moment attendre ambiance film commencer assombrir intrigu principal présente père malefoy énorme épine pied charmant fiston drago confirmer définitivement statut némési protagoniste principal vaisseau thème émergent discrimination intolérance racisme falloir voir cracher veninspoiler moldu particulier pauvre petit hermione(de look petit blond oeil bleu correspondre parfaitement retrouver sein jeunesse aryen rajouter effort évident vouloir faire second volet véritable film monstre spoiler araignée géant imposant basilic sein récit gai découvrir mal chose école classe serpentard vite compte point noirceur envahir joli gentillet petit monde sorcier falloir bien avouer côté long chiant scène harry découvrir foisspoiler terrier maison weasley presque paradisiaque bien fois délibérément choisir focaliser mystère précis quitte univer trouver pâtir proposer aucun évolution personnage mince être sûr agir bien ici chri columbu réaliser film saga mec remplacer vite lorsqu’ tomber malade dingue métrage diamétralement opposer autant fond forme presque schizophrénique situation chose cloche réal indéniable décevant côté effet spécial sentiment partager positif spoiler araignée terrifiant séquence quidditch bien mieux réaliser précédent volet jolie scène flashback harry décor teint sépia couleur négatif spoiler moche mandragore basilic serpent géant mal animer elfe dobby design simplement ignoble heureusement concerner bo film travail irréprochable john williams score bon colle bien situation niveau casting acteur principal mûrir nettement améliorer jeu adulte bon alan rickman incarner nouveau fois excellent rogue petit mention venir kenneth branagh proposer flegme humour british pédant prétentieux vaniteux incompéter gilderoy lockhart rafraîchir désopiler bref fort sentimer double inexpliquer inachever harry potter chambre secret départ content retrouver héros univers joie vacill fur mesure métrage abandonner intrigue simple futile presque souhaiter 20 30 minute mettre dent savoir pareil bouquin simplement columbu fourvoyer cas émaner second volet manque âme pire retenir chose métrage personnage exaspérer saga dobby dieu pleurnich constamment -ce relou lorsqu’ auto punit espérer futur épisode acabit,neg
épisode féériqu manque spontanéité déçu cra conner personnage aimer histoire avanc,neg
élève victimer attaque étrange couloir école harry potter mener enquête second volet orienter ambiance sombre familial parvenir réellement chri columbu doute mal délaisser genre prédilection passage noir rapprocher davantage grand spectacle inoffensif horreur personnage lisse peiner donner profondeur récit fourberie malfoy visible kilomètre toutefois acteur grandi convaincant film note arrivée sympathique kenneth branagh prendre sérieux jouer caricature scénario enchaîner rebondissement ennuyer élément artificiel incohérent,neg
volet aventure harry potter cinéma ressembl long métrage souffrir qualité défaut intrigue fidèlement roman restituer magie passion apprécier film valoir mieux lire préalablement livre peine fortement déçu rien redire univers visuel sonore linéarité scénario vie acteur rendre film plat moyen,neg
mieux 1 bébête temps passer agréablemer sorcier millionnaire décor effet jolier contre acteur harry potter jouer pied,neg
épisode beaucoup intéressant film histoire barbant volet long trop long être curieux savoir rôle épisode saga devoir avouer beaucoup difficulter rester concentrer film venue elfe dobby décevant manqu cruellement originalité impression voir cousin gollum seigneur anneau non ensemble chambre secret receler intéresser next,neg
second volet harry potter descendre fortement qualité 2002 mauver partie film niveau effet spécial passage voiture vole techniquement faire année 2000 ajouter incrustation personnage créature mal faîte être comédien senser joue tête résultat final regard acteur mal diriger regarder incrustation côté.quand histoire emballant féériqu brouillonne.déception film réellement fan harry potter 2h30 tuer,neg
scénario soporifique apporter grand chose saga spoiler révéler véritable nom voldemort rediffusion mal dégager côté enfantin histoire spoiler trembl mystérieux chambre secret ouvert univers harry potter suffisamment riche surprendre détour couloir poudlard,neg
second épisode développer histoire montr fonctionnement ensemble saga diversité film magie personnage fantastique pernicieux accusation mensonge imprégner principe mystère régir univers,neg
opus beau convaincre mal refroidit non abyssalement mauvais chambre secret essouffler vite cause histoire dense intéressant ennuyant effet spécial bien vieillir film retrouver personnage développé ambiance enfantine mélanger mal arrivée aspect sombre saga autant nouveau personnage vite agaçant dobby retrouver développer beaucoup harry bien entendre drago malefoy réussir exploit incroyablemer chiant inutile intrigue 1 chambre secret bien plate imposer bon film saga dommage,neg
point vue purement cinématographique meilleur 1 1 particularité épisode devoir créer univers cinéma valoir bien note élevé chri columbu peut-être univers tête talent choisir risquer perdre gagner partie public adulte cinéphile personnage lourd affreusement clicher film enfant devoir tout-public acteur jouer temps pareille intéressant.cepender pire 1,neg
film important saga apprendre beaucoup voldemort proximité lui.daniel radcliff pitoyable.le délire basilic fan volet étendre univers magique harry potter doby lol)de bien jolie phrase volet enfantin sombre premier.ce volet éloigné saga donne saveur bien trop ressembler thriller film fantastique tom jedusor méchant terrifier rien voir voldemort début vie lockart vraiment oubliette,neg
personnage fade compte mécher méchant méchant gentil,neg
amour franchise force constater début saga souffrir sérieux problème dernier résider structure scénario mal commun instant premier opus.aver conspuer chercher comprendre :1 considérer mystère connaître dénouement bien évidemment2 rajouter multitude question connexion intrigu principal faite3 fait traîner 2 heure 20 film accès réponse temps- > obtenir néophyte désintéressement progressif logique donner impression brassage permanent réelle évolution combat fin manqu saveur séquence harry basilic tourn rapidement ridicule voldemort rappeler grand méchant saga défaire fois épisode bref fan harry potter commencer décevoir,neg
sûremer pire film saga aucun effort retransmettre véritable histoire personnage impirtant livre film travail bacler lz film super bon accrocher voir vouloir comprendre saga film individuel conseiller,neg
mauvais harry potter réponse oui mal adapté.il acteur mieux histoire mauvaise.positif décornégatif histoire- plan réalisateur,neg
harry potter chambre secret volet beaucoup sombre prédécesseur mieux chri columbu réussir parfaitement film passionner adulte enfant aimer autant acteur bon droit kenneth branagh(thor absolument hilarer joue merveill guilderoy lockhart dobby(l' elf maison hilarer bref aventure épisode passionnant riche côté effet spécial décor costume impeccable musique(john william envoûtant incroyable volet syndrome personnage preuve personnalité regarder critique volet saga comprendre préférer livre bon satisfait travail columbus bientôt place mexicain alfonso cuaron,pos
revoir énième fois volume aventure harry potter faire 6 7ème visionnage profiter revoir blue ray poster critique reconner patte chri columbu réaliser film harry potter école sorcier univers mise scène adorer adhérer -là ambiance sombre film enfantin profondeur personnage mieux exploiter amitié ron hermione harry soudé ennemi jeune sorcier définir malefoy pèr fils ailleurs tom felton meilleur jeune acteur film mépris rogue sadiquement interpréter alan rickman acteur adorer personnellement humour disparaître contraire réapparaître protagonist professeur défense contre force mal gilderoy lockhart jouer excellent kenneth branagh ailleurs réaliser thor année effet spécial vraiment beaucoup charme voiture volant basilic club duel tentative sauvetage attendrissant elf maison dobby intrigue baser chambre secret tourne rond autant longueur rythmer tension ressentir roman j.k rowling superbement retranscrire écran super univers poudlard oeil imagination prendre forme magie emporter droit match quidditch prime cognard lâche prise ténacité engendrer bel scèner course harry drago tranchée terrain scène fois agrémenter splendide musiqu john williams participer composition musique tour infernal dent mer saga star war jurassic park liste schindler indiana jone génie fin positif venir combler esprit enfantin scène post-génériqu oui marvel monopole sympa voir avenir lockhart bref opus lignée défaut jeune acteur professionnel personnage intéressant univers magique envoûter j.k rowling pouvoir ravir grandir héros lunette génération,pos
excellent film aprer episode inoubliable succès planétaire réalisateur chris colombu revenir grand pompe livrer second volet sombre mouvementer celebre sorcier grace mise scéne parfaitement maîtriser décor retranscrire merveill univers livre emmener fois endroit inédit inquiétant servir bo magique grand compositeur john william livrer travail remarquable livrer partition musical accentuer noirceur trer présent long métrage ensuite scénario aboutissant enrichir regorger coup théâtre scénaristique bluffant respecter livre lettre rythme identifi rythme trépider cours ennuyer jamais cours 2h30 film ajouter multitude scéne mythique connaisseur livre ravir retrouve écran accompagner prime effet spécial spectaculaire morceau bravoure sensationnel séquence action epiqu oublier lot frisson emotion humour programme grand plaisir retrouver joie personnage préférer disposer fois casting fabuleux tete trio charismatique jeune sorcier composer harry potter beaucoup mûrir fidèle meilleur ami loyal ron hermione saluer performance faille daniel radcliff rupert grint emma watson coller parfaitement peau trio inséparable alchimi intact coté trio retrouver personnage phare précédant volet bienveillant directeur poudlard puissant albus dumbledore passer intriguer professeur rogue sévere professeur minerva mcgonagall attacher gardien géant rubeus hargrid nouveau respectueusemer jouer maggie smith robbie coltrane regretter richard harri alan rickman oublier personnage découvrir précédant voir rôle étoffer famille ron composer molly weasley mére aimant rejoindre mari arthur weasley vouer passion monde moldu inséparable turbulent frère jumeau georg fred weasley charmant ginny weasley pince jeune sorcier cicatrice forme éclair impeccablement jouer julie walter mark william olivier jame phelps bonnie wright prétentieux frimeur drago malefoy odieux jamais épouvantable famille adoptif héros affreux dursley présent performance respectif tom felton richard griffith fioner shaw harry melling irréprochabler peau antagoniste détestabler oublier terrifiant dangereux lord voldemort grand trait inquiétant tom jedusor camper merveilleusement christian coulson combler arrivée marquant nouveau venu venir enrichir univers harry potter adorable dobby elfe maison prévoir jouer merveill toby jone passer cupide luciou malefoy père drago jouer brio immense jason issac excell merveill peau perfide personnage arrivée remarquer professeur défense contre force mal désopilant arroger professeur gilderoy lockhart camper merveilleusement kenneth brannagh parfaire peau personnage combler apparition terrifiante créature immense araigner aragog gigantesque serper géer basillic venir enrichir univers vaste fasciner conclusion harry potter chambre secret excellent second episode parfait continuité illustre prédécesseur avere fois sombre palpitant drôle émouvoir féerique petit grand émerveiller nouveau aventure mouvementer fidèle lecteur lectrice roman amplement satisfait parvenir opus bonifier saga grand joie redécouvrir impérativement,pos
excellent 2ème volet fabuleux saga jeune sorcier histoire vraiment réussir univers magique absolument génial plaisir retrouver sympathique harry ron hermione incarner daniel radcliff rupert grint emma watson impeccable rôle acteur bon créature elfe dobby basilic satisfaisant bien élaboré image bon effet spécial bien réaliser décor formidable lieux rencontré convaincant bien concevoir école poudlard appréciable bien faite costume beal acteur bien maquiller objet satisfaisant voiture volant amusante.l' ambiance plaisante mal noirceur musique bien composer scène voiture volant séquence araignée aragog convaincant final chambre secret spectaculaire suspense bien mener rebondissement efficace aventure entraînant 2ème opus vraiment super personnage attachant intrigue prenante apprendre révélation intéressant terrible voldemort environnement bien imaginer esthétisme soigner atmosphère sombre mystérieux bien travailler personnellement film destiner enfant fantastique franchise régal,pos
harry potter chambre secret excellent harry potter prédécesseur.le casting reprendre quasiment identique précédent volet nouveau personnage lucius malefoy arthur ginny weasley dobby lockhart jedusor demeure bon trio radcliff watson grint consolider fonctionner toujous bien.l' intrigu presque policier intéressant bon rebondissement voir venir personnage intéressant drôle particulier nouveau arthur weasley gilderoy lockhart dobby apporter dimension humoristique film atmosphère inquiétantespoiler:(le corps pétrifier donner côté macabre film).le effet spécial irréprochable digne blockbuster cascade scène action bon qualité.la musiqu john william sublime thème chambre secret particulier).un meilleur volet saga,pos
