cleaned_comment,class,source_file
long saga accessoiremer entreprise cinématographique colossale être chri colombus réussir honorablement pari introduire monde magique harry potter réalisation académique besoin happer univer enchanteur presque film manque personnalité remercier john williams composition grandiose presque emblématique star war oui au-delà talent conteur grand talent colombu savoir entourer daniel radcliff rupert grint emma watson incroyable équipe savoir déceler potentiel cause aujourd'hui pouvoir ré-interpréter harry ron hermione penser ressortir partie -là 15 an remake saga jeu limite doublage vf partie charme titre effet spécial prendre coup vieux balèze compte tenir époque film perle côté adulte particulier alan rickman grand-chose finalement opus rien prouver bon divertissement enfant conserve charme oeil adulte,mid,clean_1.csv
harry potter école sorcier réaliser chri columbu 2001 inaugure panache saga cinématographique adapter roman j.k rowling film excell capacité concrétiser monde magique captiver million lecteur offrir spectacle visuel allier fidéliter texte invention cinématographique.daniel radcliff rupert grint emma watson incarner authenticité saisissant personnage harry ron hermione performance bien vert capturer essence jeune sorcier énergie naïveté rafraîchissant chimie acteur sert fondement solide évolution personnage long série.la direction artistique stuart craig costume judianna makovsky mériter mention spécial travail remarquable créer poudlard fois grandiose intime lieu magie mêler vie jour manière naturel envoûtant musique john williams thème iconique renforcer atmosphère guider émotion spectateur travers récit.cependant film défaut rythme paraître inégal aspect livre condenser omis dérouter chercher fidélité absolu source bien effet spécial être globalement impressionnant résister épreuve temps contraster réalisme visuel contemporain.en résumé harry potter école sorcier film réussir capturer essence monde magique adorer fan poser fondation série film aller captiver public année venir fois porte entrée fascinant univers harry potter œuvre cinématographique tenir fièrement,mid,clean_1.csv
décembre 2001 marque début saga culte seigneur anneau harry potter grandi aucun vraiment fois autour 18 an aucun attache personnel harry potter commencer ordre phénix considérer premier trop enfantin bien cas chri columbu partie grand réalisateur enfant léger discours lisse voir niais réalisation standardiser effet spécial moche acteur top haley joel osmer montrer 10/11 an bien jouer scénario fouiller non enjeux mineur magie opèr prendre plaisir retomber enfance identifier harry découvrir monde fantastique percevoir richesse inventivité réserve bon introduction saga idéal voir famille approche noël,mid,clean_1.csv
super fuir parent indigne devenir sorcier généralement magie être pratiquer fille histoire salem balet baton magique magie personnel corp coup passer temps utiliser baguette magique utiliser temps baguette magique demande sorcier sorcière moment sai servir baguette magique dommage,mid,clean_1.csv
adaptation cinématographique roman nom écrire j. k. rowling harry potter école sorcier bon film histoire jeune sorcier orphelin élever oncle tante mauvais condition âge an découvrir posséder pouvoir magique envoyer école sorcier scénario bien riche amener univers autant film prendre temps mettre place peine réellement décoller petit moment emmener poudlard chose bousculer trop péripétie intrigue clairement définir héros beaucoup trop favoriser enlever mal enjeu pose base univers heure demie ressembler avantage long introduction exploiter peine élément long métrage abouti final passer chose année instruction découvrir personnage imaginer romancier principal jeune élève interpréter daniel ratcliff emma watson rupert grint lier amitié distribution assurer innombrable comédien assurer rôle professeur étudiant fantôme créature magique rencontrer aventure rôle bien interpréter personnage malheureusement attachant faute échange procurer vraiment émotion globalement neutre instar dialogue mot langage propre univers sympathique forme ensemble réaliser classique efficace chri columbu retenir aspect visuel univers réussir niveau décor effet spécial bel esthétique accompagner superbe b.o signée john williams composition donner vraie identité œuvre autant part grand présence héler fin inspirer attendre laisse faim oui harry potter école sorcier donne impression jamais réellement commencer montrer généreux bon film destiner jeune public attendre voir réserve suite,mid,clean_1.csv
adaptation cinématographique série livre succès harry potter j.k rowling intituler harry potter école sorcier sortir 2001 immédiatement transporter fan page écran capturer parfaitement esprit magique essence univers sorcier réaliser chri columbu film réussir retranscrire succès monde fasciner personnage captivant rowling offrir expérience visuel émotionnel inoubliable.l' histoire jeune harry potter daniel radcliff orphelin découvrir réalité sorcier destiner étudier poudlard école magie travers entrée monde fantastique film entraîner voyage envoûtant découverte plateforme 9¾ voyage train vapeur destination poudlard passer premier leçon magie rencontre créature incroyables.le casting film joue rôle essentiel succès daniel radcliff incarn charme justesse personnage emblématique harry potter capturer fois innocence courage naissant emma watson hermione granger rupert grint ron weasley apporter dynamique amical sens humour essentiel groupe ami regretté alan rickman incarn professeur severu rogue mystérieux profondeur évoquer merveill personnage complexe série.la conception visuel film véritable plaisir oeil décor magique poudlard chemin traverse salle commun gryffondor donner vie univers fan série jusque-là imaginer effet spécial ajouter touche magie réaliste match quidditch créature fantastique norbert dragon fluffy chien tête souci détail création univers contribuer immersion total spectateur.l' force film résider capacité équilibrer merveilleux émotionnel bien ancrer monde magie mystère cœur récit histoire universel amitié courage lutte bien mal thème découverte famille choisir loyauté résonner spectateur âge harry potter école sorcier bien simple film fantastique.en fin compte harry potter école sorcier introduction enchanteresse univers devenir phénomène culturel mondial film captur esprit œuvre littéraire offrir expérience cinématographique magique mémorable savoir conquérir cœur fan créer génération passionné sorcellerie laisser empreindre indélébile histoire cinéma,mid,clean_1.csv
plaisir replonger presque 20 an saga début xxième siècle aussitôt bouquin terminer fils 11 an plonger parent premier film saga ressortir déçu chri columbu réussir essentiel ici uniquement essentiel donner corps saga mettre image monde touffu poésie créer j.k rowling didactique linéaire film centrer présentation univers personnage principal quitte oublier personnage secondaire pourtant important attarder chose secondaire miroir ouverture délaisser pan essentiel intrigu relation rogue quirrel e film fleuve 2h30 long poussive premier opus harry 11 an poser regard enfantin intrigu bon enfant 11 an grosse limite ficelle aimer voir spielberg gillian burton anderson manette ingéniosité columbus faire effort second dynamisme programme sombre voir réalisateur point positif fils 11 an voir voir film lire roman trouver roman beaucoup magique film.tout-un-cinema.blogspot.com,mid,clean_1.csv
saga légendaire harry potter devoir bien jour arriver cinéma mitiger opus.en atmosphère poudlard bien retransmettre écran acteur bon intrigue intéréssante.mon problème venir 10ans âge film concevoir situation grotesque gryffondor penser parti socialiste haha no kidding)alors mettre 3 étoile adorer film gamin adulte donne prochain opus noir moment embellir saga,mid,clean_1.csv
opus saga devenir extrêmement populaire harry potter école sorcier adaptation fidèle roman jk rolling fantastique merveilleux long métrage créer enthousiasme sortie chri colombu réalisateur adept comédie enfant maman rater avion voix épisode saga qualitativement inégal opus valeur sûre.https://www.cineserie.com/tv-vod/programme-tv/harry-potter-a-lecole-des-sorciers-sur-tf1-robin-williams-a-failli-etre-dans-le-film-4388073/https://hitek.fr/actualite/harry-potter-banquets-premiers-films-cauchemar-voici-pourquoi_33044,mid,clean_1.csv
âge daniel radcliff âge harry potter écran film sortir cinéma aurai tomber beaucoup camarade époque non magie pris.je jamais lire roman harry potter film vh époque adhérer motiver suite découvrir 2015.pourquoi risque mettre dos horde fan sorcier mal univers beaucoup trop enfantin regarde oeil jeune collégien fortiori adulte exemple introduction poussif autour famille adoption infect harry potter.et colle sorcier vivre monde cacher toutefois interfacer monde classique coincer sorcier utiliser technologie vêtement moderne train vapeur cravate coincer monde semi-médiéval.explosif arme feu informatique médecine jamais mentionner utiliser résoudre problème niveau faire comparaison highlander partir concept similaire initié vivre cacher propre règle propre manière régler compte interaction univers moderne beaucoup mieux gérée.néanmoins parton principe choix chose appréciable film prendre temps 2h30 développer nouveau univers cinématographique école hogwart danger sport maison professeur appuie lieu tournage britannique cachet cathédral gloucester lacock ).par contre film sombre régulièrement full cgi foison plan large école vol balai full cgi 2001 passer hd aujourd’hui piqu oeil dommage créativité.question scénario grosse facilité timing voldemort passer attaque élève sorcier disant érudit connaître célèbre alchimist temps globalement mélange découverte école amitié tisser enquête bien ficelé.il falloir souligner ressembl enormemer film young sherlock holme sortir livre harry potter allur héros allié méchant contexte croire plagiat temps scénariste young sherlock holme chri columbus.le film bénéficier solide acteur adulte franchise continuer ailleurs attirer poids lourd cinéma britannique tête alan rickman professeur ambigu sinistre malheureusement sous-employer volet enfant inégal rupert grint emma watson avérer bon contre daniel radcliff manqu finesse.et falloir forcément évoquer jolie musiqu john williams donner corps univers cinéma.en résumer introduction ambitieux objectivité exempter défaut visible,mid,clean_1.csv
bien ensemble commence vieillir faire film noël casting enfer hauteur aîné forcément trouver opus initier parfaitement univers créer jkr dernier dérap époque besoin tonne effet spécial magie coin rue utiliser bon escient garde côté mystique perdre fil film fil rouge timide scénario distill piste suite connaître histoire re)voyer opus comprendre mieux chose ambiance anglaise bande original john williams réellement envoutant,mid,clean_1.csv
film découverte oeuvre fort apprécier public tradition littéraire britannique consacrer magie destin particulier adolescent orphelin attrait présentation important contre mise place saga insister caractère potter fragile montrer primordial façon ambigu fois,mid,clean_1.csv
aaah harry potter oeuvre prétendre rêver monde entier littérature cinéma harry potter école sorcier harry potter pierre philosophale j. k. rowling lancer superbe saga littéraire 1997 naturel cinéma empar œuvre culte fit harry potter école sorcier sort salle 2001 surprise connaître énorme succès rapporter milliard dollar budget 125 million dollar entreprise unique adapter livre j. k. rowling signifier lancer défi an falloir exemple entourer acteur ponctuel accepter interpréter rôle régulièrement superviser producteur david heyman saga harry potter connaître réalisateur apporter héler vite bonheur pâte saga débuter spécialiste film familial américain chris colombu maman rater avion mr doubtfir charge réalisation choix prise risque finalement logique être beaucoup risquer faire appel réalisateur parti prendre trop extrême style terry gilliam vouloir j. k. rowling question savoir opus relever défi posés.faut il vraiment rappeler histoire harry potter élevé tante oncle détester découvrir jour an sorcier géant hagrid venir chercher amener poudlard école sorcellerie diriger légendaire sorcier albus dumbledor rencontrer ron hermione devenir ami affronter voldemort mage noir tuer parent ans.en attaquer saga rowling grand défi relever peut-être sel série falloir reconstituer ambiance merveilleux livre univers foisonner falloir traduire image tomber immonde bouillir visuel tomber ailleurs épisode antérieurs heureusement rien visuellement opus surpasser attente alterner scène tourner studio scèner tourner décor naturel élément générer ordinateur illusion parfait moindre chose pouvoir film flatter pupille chri colombu connaître métier réalisation rien bien original non vérité équipe artistique falloir féliciter chef opérateur john seal oscariser patient anglais apporter chaleureux couleur bel lumière mordorée décor grand stuart craig oscariser gandhi partie ensemble film harry potter grâce lumière particulièrement bien mettre valeur faute goût troll rien original esthétiquement jamais envier entrer film dévorer appétissant gâteau voir banquet halloween réussite monde séduire noirceur(cette bel partie échec modèle géant esthétiquement film réussite magie exploser grâce puissant magicien cinéma john william bo thème hedwige magnifique mot magique travail adaptation effectuer steven klove travailler épisode ordre phénix défi toutefois délicat relever film intrigu livre base simple ouvrage j. k. rowling essentiellement concentrer présentation univers personnage intrigu passer second plan livre éper offrir grand défi adaptation écran steven klove effectuer coupe discutable 2h18 générique non univers poser intrigu dérouler manière fluide relation protagoniste établir bien entendre limite film regard extrêmement tendre rowling personnage pensée harry petit scène avancer intrigu pouvoir jamais traduire écran limite entreprise cinématographique voir film lire livre fort personnel complet défi distribution acteur prendre harry ron hermione personnage ancrer mémoire public 2001 film -là sort rowling écrire publier premier tome second rôle droit gratin cinéma théâtre britannique richard harri dumbledore maggie smith mcgonagall robbie coltrane hagrid inénarrable richard griffith vernon dursley choix judicieux entendre voix alan rickman rogue entrer définitivement film petit rôle bien camper john hurt scène troubler personnage ollivander livre acteur principal regretter daniel radcliff rupert grint emma watson fassent tonne bien simple adopter toc gamin émerveiller écarquiller oeil bouche bée forcémer faute chris colombu fâcheux tendanc faire cabotiner enfant acteur film ici frappant ron traduire nervosité déglutition trop appuyé fois apprendre voldemort vouloir tuer harry neville arrêter fin film instar réalisation adaptation jeu acteur évoluer bien mal.pour baptême air cinématographique harry potter partir bien univer rowling brillamment retranscrire écran émettre réserve interprétation acteur principal aspect trop enfantin film histoire gamin commencer dénuer réelle famill réel foyer ami finalement gagner digne beal conte fée harry potter école sorcier meilleur opus saga simplement monde voir épisode harry effectuer vrai parcours personnage film redécouvrir salle 2018,mid,clean_1.csv
best seller culte adapter final volet rassurer solide appui ecrit chri colombu trop fatiguer mise scène copié collé académisme pein emporter adhésion monde venir regretter producteur avoir choisir burton gilliam bref cinéaste vision approfondie virtuose fantastique falloir souligner bon choix acteur parfait role particulier alan rickman john williams signe thème annoncer culte,mid,clean_1.csv
opus saga petit sorcier cicatrice chris colombu colle entrée matière simplement magique film peine démarrer amplement excuser fil narratif important certainement impatience lecteur saga pose pierre fondation histoire sorcier découvrir école poudlard quidditch maison serpentard gryffondor atmosphère magique univers jk rowling faute ultra-passionnant avérer opus crucial connaissance harry bien interpréter daniel radcliff hermione incarner emma watson vraie pimbêche épisode ron ruppert grint benêt envergure maladroit film céder héler magie oubli littéraire douter apanage adaptation cinématographiques.le amateur sorcier lire livre ravi voir incarner devoir passer approximation légion).un véritable divertissement renvoyer adulte affres magie jeune merveilleux film famille recommander 10an,mid,clean_1.csv
film pose base grand saga cinématographique marquer génération colombu baguette producteur miser bon cheval réalisateur manier code film enfant brio magique féerique film mission présenter univers bien effet spécial troll vieillir film garde magie direction technique décor découverte poudlard salle principal découverte énième thème musical john williams vouer culte,mid,clean_1.csv
"aller voir curiosité beaucoup entendre cousin fan livre grand adèpte univers fantasy apriori chri colombu trop enfantin découvrir saga littéralement bercer jeunesse plonger histoire facilité déconcertant fasciner astuce imagination foisonnant j.k rowling casting adulte vraiment bon lieu alan rickman inoubliable mécher piège cristal maggie smith mère supérieur strict sister act robbie coltrane inspecteur police secondant johnny depp from hell mafieux russe goldeneye revanche rester dubitatif choix daniel radcliff bourré tic écran prestation moyen opus rupert grint emma watson crédible ron hermione petit coup coeur tom felton serpentard hautain jaloux rare jeune expérience cinéma aide 3,5 étoile respect œuvre original lire coup manque prise risque reproche chris colombu idée escalier mouvement bien trouver erreur visible écran pied porte salle commun scotch parquet marquer emplacement acteur doublure visible ron scène échiquier géant habitude john william composer musique anthologie thème tête parfaitement approprier univers sorcier grand toutefois devenir véritable addict livre grâce film préféré genre jour",mid,clean_1.csv
décevant quelqu’ lire livre harry potter école sorcier harry potter and the philosopher’ s stone vo important monde cinéma jeunesse forcément bon film lecteur livre jk rowling trouver perturber absence personnage changement phénoménal livre conseiller apprenti potterheads regarder film lire livre demeure film mauvais casting fabuleux effet spécial agir véritable film gamin,mid,clean_1.csv
scénario baser roman nom j.k rowling réalisation respecter bien roman détail auteur placer scénario gamin parole personnage impliquer âge personnage mettre âge personnage principal harry potter nom.nous personnage gentil méchant grand personnage vraiment caractère respecter caractère bouquin vraiment monde totalement différent.le acteur jeune jouer merveilleusement bien arriver prendre jeu réalisation niveau effet spécial vraiment bof plan utiliser fois suite détail voir voir mille fois.en général film bon film voir famille enfant 6 an passer bon moment détendre,mid,clean_1.csv
"lire livre partir voir film préjuger acteur bon bon alan rickman maggie smith décor juste magnifique vraiment rien musique bah john williams égal splendide livre base histoire histoire bon personnage bien 3,5 étoile potentiel bouquin être exploiter vouloir aller trop vite.pour seigneur anneau réussir bon adaptation vraiment fan respectueu œuvre tolkien osant faire modification prendre temps besoin pré-prod -ce manque film harry potter cas manque chose niveau scénario faire bien mieux",mid,clean_1.csv
aimer film livre harry potter imaginer sorcier part coin reculer angleterre château renferm école magie croire pouvoir évader,neg,clean_1.csv
"moyen début scénario cert fiéll livre cool acteur bon bon éfet special trouver qu s ennuye temps temps trouver sombre bon savoir 2 premier enfant j trouver l aventure superbe scène m moyen l enssembl ne definitivemer meilleur harry poter saga 2,5/5",neg,clean_1.csv
univers harry potter incohérence rare film bénéficier avantage film long saga convaincant,neg,clean_1.csv
calvaire niaiserie 2 heure youpitralala braillement fond musical tsoin tsoin patapoum.c' consternation apercevoir majorité adulte enfant faire queue nouveau opus.quel age chroniqueur mettre 3 4 étoile récréation débiliter adulte époque manquer il point maturité falloir grandir harry potter 2 étoile 6 10 an 1 étoile 10 12 an arrêter critère age excuse bêtise suggérer parent responsable proposer divertissement intelligent enfants.critique valable série,neg,clean_1.csv
bon temps atteler série cinématographique favorite.le bien coup maître épisode indéniablemer j.k rowling chri colombu réussir transférer livre image définir univers visuellement oublier peut-être qualité bien présent opus direction casting décor sonore musiqu poid épaule série littéraire vendre temps cinéma poid bien passer difficile trop indulgent.quand steven spielberg devoir réaliser film secours j.k refusé.harry potter censé film enfant adulte harry potter film public genre difficile réaliser -quoi dise- enfant adulte vison quasi-opposé prenon exemple cansting hermione petit fille intelligent légèrement chiant affreusement clicher enfant aimer adorer tandis adulte trentaine minute trouver lourd doublage français rattraper désastre film public jeu équilibre subtil destiner maître art aimer épisode ajouter défaut commun -mai corriger paradoxe- film représenter livre beaucoup livre falloir faire long métrage 2h déplaire fan faire 2 film livre acteur vieillir trop vite mieux commencer année poudlard terminer fin film.et coup cause harry potter trop bourratif empêcher traitement approprié personnage accroît nombre cliché peut-être mieux valoir harry potter riche réussir,neg,clean_1.csv
20 an sortie film resous regarder harry potter décider voir magie petit sorcier arriverai plaire ben non terrible univers bien reussi ennui jeu acteur parfaire age film trop long rien passer,neg,clean_1.csv
choisir adopter approche enfantine résulter problématique intérêt susciter film adulte simplification excessif scénario dison chose non scénario simple mauvais scénario revanche recours raccourci approximation scénaristique devoir éveiller forme incrédulité.ce film saga harry potter dresse emblé portrait personnage facilemer identifiable manquer nuance retirer suite forme ambiguïté complexité schématiser sûr enfant cibler enfant sommeiller perdre histoire pourtant accessible servir hagrid pataud manière meneur jeu rôle faire avancer protagoniste lorsque calent.ajouter incohérence scénaristique contribuer univers pourtant bien construit crédible accès dangereux élève aucun cas sécuriser étage élève aventurier finir gueule cerbère mieux heure colle nocturne forêt interdire surveillance négliger hagrid chien créature dangereux roder rien dumbledore préciser prise parole banquet bienvenue aller châtiment infliger élève apparaître extrêmement sévère.et paradoxe confrontation final effrayer beaucoup enfant film adresse clairement dommage péripétie être grossièrement écrite univers esthétiquemer réussir histoire riche double lecture enfant adulte ordre fantasme pixar ghibli disney citer connu maint fois prouver,neg,clean_1.csv
lire roman ignorer falloir blâmer matériau originel insupportable lourdeur didactique exprimer bien artificiel dialogue excessive cruel bêtis famille accueil héros exprimer visuellemer magie poudlard heroic fantasy adresse manifestement jeune public simplicité narratif présence gentil benêt hagrid gag puéril cinéphile inimitable alan rickman impérial,neg,clean_1.csv
franchement terrible univers sympa histoire scène important présent livre film livre grand littérature forcément film grand film univers sympa enfant,neg,clean_1.csv
univers intéressant caresse simplement surface saga majeur devenir finalement anecdotique,neg,clean_1.csv
saga sortie regretter film enfant magie opérer âge âge passer côté joli féerique trop académique emballer complètement,neg,clean_1.csv
volet annoncer saga aller emballer devoir visionner déconseille 7 an,neg,clean_1.csv
"saga préférer aujourd’hui attaqu harry potter 1 école sorciers"".alors aller vite fan saga début aimai bien entendre soûler opus bon meilleur vrai film fidèle livre original point positif contre fan univers magie intéresser meilleur film magique jamais personnage attachant harry hermione rhône forme bon trio début fin mémorable musique excellent effet spécial bon dialogue ouf mise scène réussir acteur super plaisir revoir jeune.sinon vf horrible pire version français jamais année 80 90 agir doubler enfant cinéma prendre adulte faire voix enfant talent année 2000 décider enfant faire doublage harry potter bien marché doubleur film super conseiller vraiment regarder version original critique court conseiller film extraordinaire moi.bref4,75/10",neg,clean_1.csv
comprendre vraiment standing ovation bénéficier bouse nom adaptation livre savoir adaptation livre cinéma bon original livre qualité exécrable falloir étonner harry ami attacher daniel radcliff autant charisme huitre miser saga effet spécial dégueulasse pompon garonne boss final vaincre pouvoir amour nan laisse rir bref trop navet surcoter,neg,clean_1.csv
film petit enfance grandi temps saga effet spécial réussir film éblouissant réserver enfant,neg,clean_1.csv
vraiment rarement chose pourrir vie franchement honte fantastique cinéma monde fiction fuir prix franchement,neg,clean_1.csv
"saga bon vrai purge oeil grâce décor convaincant grâce qualité décor oublier décor réussir finir immergeant étoiles.mai franchement contre musique souffrance espèce fanfare arrêter jamais ridiculiser moindre scène magique"".le jeu acteur calamité bon 8 ans.spoiler épreuve fin ridiculer stade réaction accorder gigantesque fou rir bienveillant ron mourir tombe statu culminer mètre haut autant plan visage terrorisé bref trouve passable film correct vraiment malheur adapter meilleur saga livre fantastique temps souffrir évidemment comparaison",neg,clean_1.csv
trouver volet harry potter ennuyer super bien.quelque acteur excellent alan rickman maggie smith,neg,clean_1.csv
saga aimer aimer personnellement accroche trouver casting mauvais lire livre juger acteur correspondre description personnellement trouver casting mauvais bien jk rowling avoue inspirer énormément tolkien film empêcher comparer seigneur anneau rabaisser harry potter pourtant trouver normal inspirer génie tolkien désolé harry potter accroche,neg,clean_1.csv
volet bon saga.le point négatif faux raccord effet spécial douteux scene voir cascadeur mieux acteur niveau technique laisse désirer voldemort malheureusement mal opus daniel radcliff aimer aimer aimer jeu acteur mauver 5 8 opus catastrophe part acteur vraiment bons.pour finir baguette magique evoque voit utilise 3 minute film point positif histoire saisissant univers magique addictif film lance parfaitement bien saga mettre bien base place bien ridiculiser scène film.wingardium leviosaaa,neg,clean_1.csv
mignon enfant revanche adulte léger trouver compte,neg,clean_1.csv
faire ennemis!!eh oui grand fan inconditionnel 1998 livre tomber amoureux livre charme mot oui risquer faire chef oeuvre chef ouvre vouloir livre brouillon trouver sortie film rendre nom petit sorcier trop commercial coup engouement film paraître disproportionner rapport rendu.si avoir aimer saga film lire livres!j' bien aimer décor trop sombre gout imagination petit fille primaire donner rendez château lumineux luxueux!ensuite daniel radcliff oeil vert bon détails.ce gêner joue bien améliorer grandissant.ensuite alan rickman trop vieux rôle rogue livre explicitement indiquer dernier livre indique 31 an rentrer poudlard héro passage maggie smith parer vieux imaginait livre.mai film mieux réaliser rapport film,neg,clean_1.csv
